"title","link","description","pubDate","releaseDate","guid","episodeType","episode","itunes_title","author","explicit","image","enclosure","duration","subtitle","summary","clean"
"303: David and Goliath","https://www.thisamericanlife.org/303/david-and-goliath","","2005-12-02T00:00:00-05:00","2005-12-02T00:00:00-00:00","","Full","303","David and Goliath","This American Life","yes","","","","Variations on an old tale, with very modern consequences.","",""
"302: Strangers in a Strange Land","https://www.thisamericanlife.org/302/strangers-in-a-strange-land","","2005-11-18T00:00:00-05:00","2005-11-18T00:00:00-00:00","","Full","302","Strangers in a Strange Land","This American Life","yes","","","","Three people tell their stories from Iraq about the fighting, the locals, and why you subscribe to Details magazine.","",""
"301: Settling the Score","https://www.thisamericanlife.org/301/settling-the-score","","2005-11-11T00:00:00-05:00","2005-11-11T00:00:00-00:00","","Full","301","Settling the Score","This American Life","yes","","","","Stories about the lengths we go to make things right, and about what money can and cannot fix.","",""
"300: What’s In A Number?","https://www.thisamericanlife.org/300/whats-in-a-number","","2005-10-28T00:00:00-04:00","2005-10-28T00:00:00-00:00","","Full","300","What’s In A Number?","This American Life","yes","","","","A study estimated the number of Iraqi casualties since the war began at 100,000. Most of the deaths were caused by coalition forces.","",""
"299: Back from the Dead","https://www.thisamericanlife.org/299/back-from-the-dead","","2005-10-07T00:00:00-04:00","2005-10-07T00:00:00-00:00","","Full","299","Back from the Dead","This American Life","yes","","","","Stories about people and places that have come back to life after everything seemed lost.","",""
"298: Getting and Spending","https://www.thisamericanlife.org/298/getting-and-spending","","2005-09-23T00:00:00-04:00","2005-09-23T00:00:00-00:00","","Full","298","Getting and Spending","This American Life","yes","","","","How far will we go to get money? And once we've got it, what should we spend it on?","",""
"297: This Is Not My Beautiful House","https://www.thisamericanlife.org/297/this-is-not-my-beautiful-house","","2005-09-16T00:00:00-04:00","2005-09-16T00:00:00-00:00","","Full","297","This Is Not My Beautiful House","This American Life","yes","","","","Stories from the largest mass resettlement that America has seen since the Civil War, as over 400,000 people—victims of Hurricane Katrina.","",""
"296: After the Flood","https://www.thisamericanlife.org/296/after-the-flood","","2005-09-09T00:00:00-04:00","2005-09-09T00:00:00-00:00","","Full","296","After the Flood","This American Life","yes","","","","Surprising stories from survivors in New Orleans.","",""
"295: Not What  I Signed Up For","https://www.thisamericanlife.org/295/not-what-i-signed-up-for","","2005-08-26T00:00:00-04:00","2005-08-26T00:00:00-00:00","","Full","295","Not What  I Signed Up For","This American Life","yes","","","","A 9/11 widow finds herself having to comfort another distraught woman on national TV.","",""
"294: Image Makers","https://www.thisamericanlife.org/294/image-makers","","2005-08-05T00:00:00-04:00","2005-08-05T00:00:00-00:00","","Full","294","Image Makers","This American Life","yes","","","","Some librarians in Michigan embark on an audacious act of rebranding their libraries.","",""
"293: A Little Bit of Knowledge","https://www.thisamericanlife.org/293/a-little-bit-of-knowledge","","2005-07-22T00:00:00-04:00","2005-07-22T00:00:00-00:00","","Full","293","A Little Bit of Knowledge","This American Life","yes","","","","Stories about the pitfalls of knowing just a little bit too little.","",""
"292: The Arms Trader (2005)","https://www.thisamericanlife.org/292/the-arms-trader-2005","","2005-07-08T00:00:00-04:00","2005-07-08T00:00:00-00:00","","Full","292","The Arms Trader (2005)","This American Life","yes","","","","The U.S. government spent two years on a sting operation trapping an Indian man named Hemant Lakhani.","",""
"291: Reunited (And It Feels So Good)","https://www.thisamericanlife.org/291/reunited-and-it-feels-so-good","","2005-07-01T00:00:00-04:00","2005-07-01T00:00:00-00:00","","Full","291","Reunited (And It Feels So Good)","This American Life","yes","","","","Stories about getting back together with your parent, your spouse, your ... Brahman bull.","",""
"290: Godless America","https://www.thisamericanlife.org/290/godless-america","","2005-06-03T00:00:00-04:00","2005-06-03T00:00:00-00:00","","Full","290","Godless America","This American Life","yes","","","","We spend an hour trying to remember why anyone liked the separation of church and state in the first place.","",""
"289: Go Ask Your Father","https://www.thisamericanlife.org/289/go-ask-your-father","","2005-05-13T00:00:00-04:00","2005-05-13T00:00:00-00:00","","Full","289","Go Ask Your Father","This American Life","yes","","","","Sons and daughters get to find out the one thing they've always wanted to know about their father.","",""
"288: Not What I Meant","https://www.thisamericanlife.org/288/not-what-i-meant","","2005-05-06T00:00:00-04:00","2005-05-06T00:00:00-00:00","","Full","288","Not What I Meant","This American Life","yes","","","","Stories about how easy it is for communication to go awry, and what the consequences can be after it does.","",""
"287: Backed Into A Corner","https://www.thisamericanlife.org/287/backed-into-a-corner","","2005-04-15T00:00:00-04:00","2005-04-15T00:00:00-00:00","","Full","287","Backed Into A Corner","This American Life","yes","","","","Stories about people who end up making choices they'd rather not make, when their options begin to run out.","",""
"286: Mind Games (2005)","https://www.thisamericanlife.org/286/mind-games-2005","","2005-04-08T00:00:00-04:00","2005-04-08T00:00:00-00:00","","Full","286","Mind Games (2005)","This American Life","yes","","","","Stories of people who try simple mind games on others, and then find themselves way in over their heads.","",""
"285: Know Your Enemy","https://www.thisamericanlife.org/285/know-your-enemy","","2005-03-25T00:00:00-05:00","2005-03-25T00:00:00-00:00","","Full","285","Know Your Enemy","This American Life","yes","","","","An LA prosecutor thought he'd make a name for himself by taking the lead singer of the Dead Kennedys to court for obscenity.","",""
"284: Should I Stay or Should I Go?","https://www.thisamericanlife.org/284/should-i-stay-or-should-i-go","","2005-03-11T00:00:00-05:00","2005-03-11T00:00:00-00:00","","Full","284","Should I Stay or Should I Go?","This American Life","yes","","","","A software writer loses his job, but continues to show up at work, sneaking in the door each day and putting in long hours.","",""
"283: Remember Me","https://www.thisamericanlife.org/283/remember-me","","2005-02-25T00:00:00-05:00","2005-02-25T00:00:00-00:00","","Full","283","Remember Me","This American Life","yes","","","","A dying mother makes a tape for her developmentally disabled daughter, hoping she'll watch it someday, knowing she might not.","",""
"282: DIY","https://www.thisamericanlife.org/282/diy","","2005-02-11T00:00:00-05:00","2005-02-11T00:00:00-00:00","","Full","282","DIY","This American Life","yes","","","","After four lawyers fail to get an innocent man out of prison, his friend takes on the case himself.","",""
"281: My Big Break","https://www.thisamericanlife.org/281/my-big-break","","2005-01-21T00:00:00-05:00","2005-01-21T00:00:00-00:00","","Full","281","My Big Break","This American Life","yes","","","","Sometimes, getting your big break isn't all it's cracked up to be.","",""
"280: In Country","https://www.thisamericanlife.org/280/in-country","","2005-01-07T00:00:00-05:00","2005-01-07T00:00:00-00:00","","Full","280","In Country","This American Life","yes","","","","What life is like for American soldiers in Iraq.","",""
"279: Auto Show","https://www.thisamericanlife.org/279/auto-show","","2004-12-10T00:00:00-05:00","2004-12-10T00:00:00-00:00","","Full","279","Auto Show","This American Life","yes","","","","Stories about people who love their cars, for better or for worse.","",""
"278: Spies Like Us","https://www.thisamericanlife.org/278/spies-like-us","","2004-11-19T00:00:00-05:00","2004-11-19T00:00:00-00:00","","Full","278","Spies Like Us","This American Life","yes","","","","A woman starts hearing her neighbors making drug deals over her baby monitor's frequency.","",""
"277: Apology","https://www.thisamericanlife.org/277/apology","","2004-11-05T00:00:00-05:00","2004-11-05T00:00:00-00:00","","Full","277","Apology","This American Life","yes","","","","It's rare that a successful apology happens.","",""
"276: Swing Set","https://www.thisamericanlife.org/276/swing-set","","2004-10-29T00:00:00-04:00","2004-10-29T00:00:00-00:00","","Full","276","Swing Set","This American Life","yes","","","","A journey through the minds of undecided voters.","",""
"275: Two Steps Back","https://www.thisamericanlife.org/275/two-steps-back","","2004-10-15T00:00:00-04:00","2004-10-15T00:00:00-00:00","","Full","275","Two Steps Back","This American Life","yes","","","","The rise and fall of school reform.","",""
"274: Enemy Camp (2004)","https://www.thisamericanlife.org/274/enemy-camp-2004","","2004-10-08T00:00:00-04:00","2004-10-08T00:00:00-00:00","","Full","274","Enemy Camp (2004)","This American Life","yes","","","","Behind enemy lines, sometimes people get confused about whose side they're on and how to fight the enemy.","",""
"273: Put Your Heart In It","https://www.thisamericanlife.org/273/put-your-heart-in-it","","2004-09-24T00:00:00-04:00","2004-09-24T00:00:00-00:00","","Full","273","Put Your Heart In It","This American Life","yes","","","","Stories about people deciding whether to give it their all.","",""
"272: Big Tent","https://www.thisamericanlife.org/272/big-tent","","2004-09-10T00:00:00-04:00","2004-09-10T00:00:00-00:00","","Full","272","Big Tent","This American Life","yes","","","","We leave behind the official Republican talking points and ask them to speak instead about what they actually believe.","",""
"271: Best Interests","https://www.thisamericanlife.org/271/best-interests","","2004-08-20T00:00:00-04:00","2004-08-20T00:00:00-00:00","","Full","271","Best Interests","This American Life","yes","","","","Stories about adults struggling to figure out what is in the best interest of some child.","",""
"270: Family Legend","https://www.thisamericanlife.org/270/family-legend","","2004-08-06T00:00:00-04:00","2004-08-06T00:00:00-00:00","","Full","270","Family Legend","This American Life","yes","","","","Every family has its share of grudges, secrets, and bad behavior.","",""
"269: Someone to Watch Over Me","https://www.thisamericanlife.org/269/someone-to-watch-over-me","","2004-07-16T00:00:00-04:00","2004-07-16T00:00:00-00:00","","Full","269","Someone to Watch Over Me","This American Life","yes","","","","Letting someone else take care of you can change everything.","",""
"268: My Experimental Phase","https://www.thisamericanlife.org/268/my-experimental-phase","","2004-06-25T00:00:00-04:00","2004-06-25T00:00:00-00:00","","Full","268","My Experimental Phase","This American Life","yes","","","","People who decide to try out a new life—the kind of life their parents never wanted for them.","",""
"267: Propriety","https://www.thisamericanlife.org/267/propriety","","2004-06-11T00:00:00-04:00","2004-06-11T00:00:00-00:00","","Full","267","Propriety","This American Life","yes","","","","By tightening the rules on what swear words are allowed on the nation's airwaves, FCC officials say they're protecting kids. But the facts don't back them up.","",""
